region,t,hazard,exposure,vulnerability,social,p_action_true,action,subgroup
R000,46,0.6127854273681079,0.8613112249823794,0.4146485599144614,0.35300617342883867,0.7228294406279918,1,baseline
R000,47,0.5725911154138684,0.7478978233449897,0.42463078043333813,0.33073473961885946,0.6814581307504874,0,migrant
R000,48,0.4764872095657465,0.7276662816684183,0.5575651074030568,0.2896785593082152,0.6169773020149345,0,baseline
R000,49,0.639868523242108,0.9462719023999882,0.3925244203603747,0.3815959217568153,0.7554029228106254,1,baseline
R000,50,0.6181769632988448,0.7516756900165559,0.4388388595045363,0.4961545750417927,0.7065878231492583,1,baseline
R000,51,0.49679324506804096,0.7943273957121657,0.3823579613831427,0.3946034430381518,0.6699592551140858,1,baseline
R000,52,0.5112773623392608,0.773252182997017,0.47467967792889876,0.5196923992176012,0.663944049806653,0,elderly
R000,53,0.5016015832277478,0.8036763113168611,0.45110697145621254,0.3462650140813336,0.6610231005401062,1,baseline
R000,54,0.46383844112163114,0.9056769593844975,0.529770496925404,0.4570054726912684,0.6600554674213048,1,baseline
R000,55,0.39818088297965687,0.860575691592411,0.46424021305899876,0.4664351577747794,0.6350732174402343,1,elderly
R000,56,0.48574555321148705,0.8237395608486859,0.3955812175809179,0.3712683366906234,0.6682723676517256,0,baseline
R000,57,0.4281044107964897,0.78640998464779,0.4459283383983438,0.3932230796149298,0.6312956644691489,1,baseline
R000,58,0.4857578705310558,0.6726856218914029,0.4392602385761576,0.436072059572863,0.6347548397829224,1,elderly
R000,59,0.3809414462924963,0.7131824548140386,0.4675025259873473,0.5911558388520368,0.6044454825243061,1,elderly
R000,60,0.43078833452185056,0.7845922827818231,0.4480365345101995,0.3131309663652234,0.6276848585068361,1,migrant
R000,61,0.44141590699878164,0.8301513060373531,0.537718332072139,0.5361620063333877,0.6387469745128318,1,baseline
R000,62,0.4532320203691589,0.8229682018748827,0.49250216064149477,0.3887637220821475,0.6414493105305233,1,baseline
R000,63,0.32163503489292783,0.8504977406677104,0.39218757064589854,0.49665585167738446,0.6147582190776977,0,baseline
R000,64,0.35138715424896827,0.8595808986113338,0.48864620123820485,0.6004854332002985,0.6191983828961383,1,baseline
R000,65,0.2615534309677439,0.7976708852930577,0.392502392171901,0.36659283319899083,0.5736098322798735,0,elderly
R000,66,0.3652804365506412,0.7660720225090305,0.4004168834796219,0.4216990267232444,0.6103489979362815,1,baseline
R000,67,0.29408408288997256,0.81661901751553,0.5088683536069767,0.4792969646580623,0.5785920318509516,1,migrant
R000,68,0.33811050901282397,0.8046202225995966,0.4717972660702765,0.580041785600739,0.6044007474945445,1,elderly
R000,69,0.28962213777321516,0.8305638600776355,0.3720230318289447,0.5660157222409692,0.6044589584625198,0,baseline
R000,70,0.3588416130822956,0.7724713608618781,0.49179093629995235,0.5252679730345222,0.6005256756120272,0,baseline
R000,71,0.32662894295886197,0.814535705902054,0.40793548856467277,0.403667949411583,0.6025517925498338,1,baseline
R000,72,0.3335433223512528,0.8510097562834825,0.39817594770272136,0.40591991440366054,0.6141888837619726,0,migrant
R000,73,0.2777294868832989,0.7599060430734518,0.46121806139320154,0.5028593364841504,0.5690332609832371,1,migrant
R000,74,0.3829604433119749,0.8438582430662941,0.49319375514614494,0.47383246756802766,0.6216683860445285,0,elderly
R000,75,0.3089192245894682,0.700842429334642,0.5313154698774989,0.37265087433993577,0.5526713989380877,1,elderly
R000,76,0.38836970680433724,0.7209055668850215,0.38852039109633485,0.258293023723733,0.6041655886204756,0,elderly
R000,77,0.34962292706065123,0.8272279360786063,0.46491646076806953,0.2771442290463817,0.5994145003770904,0,elderly
R000,78,0.3361214252752755,0.777429742256051,0.4740720403874724,0.4886161800577453,0.5932545215060868,0,elderly
R000,79,0.3070366957959932,0.8079306155409018,0.4891094060704345,0.4413419548471252,0.5831014882583687,1,baseline
R000,80,0.31263361504397424,0.7920379732463949,0.4609415566344897,0.5004736649773602,0.5893434904205633,0,baseline
R000,81,0.3825645888445473,0.7877266043421989,0.4452256434352353,0.5013727216380256,0.6188559459728746,1,baseline
R000,82,0.30121167765703116,0.7269092740658267,0.3344219458092266,0.35059437342010064,0.5832329526755989,0,migrant
R000,83,0.362169473944705,0.8109080480350604,0.5055636266371815,0.5511894306623875,0.6087743267224363,0,elderly
R000,84,0.34912417549658487,0.8686978384164377,0.4557090847233473,0.3346809950528721,0.611766924926063,1,elderly
R000,85,0.3255103497303099,0.7566118512512852,0.43320191739792036,0.49877931937347847,0.5914851885013669,0,baseline
R000,86,0.3430741961125458,0.8206599173509638,0.3990755548437651,0.4658905262819385,0.6147948550027431,0,baseline
R000,87,0.33393577958630094,0.847433393516392,0.4208527161612053,0.36503079359826285,0.608184622793531,0,elderly
R000,88,0.40665946529920016,0.8224130659727137,0.44164053475482157,0.4512870176638664,0.6334646699841929,1,elderly
R000,89,0.5198345393552359,0.7838792363947488,0.37725986095935526,0.5251430590928167,0.6843778368317818,1,baseline
R000,90,0.5244323932711743,0.8201873995970913,0.4445458752914746,0.4532984068402478,0.6797934762761793,1,migrant
R000,91,0.5878627892604752,0.8044876006946067,0.4591122814674956,0.5260448331822569,0.7034780352821,1,baseline
R000,92,0.5163223864888606,0.7997254015402749,0.4667981623745195,0.3350839368406777,0.6632085073894551,1,elderly
R000,93,0.41195187682998125,0.7451493382884874,0.4281689875546752,0.38910165877074215,0.6190403531950258,1,baseline
R000,94,0.5870417495739301,0.7529139881208864,0.46848817442418966,0.3777129938005858,0.6840119209801501,1,baseline
R000,95,0.5572891292968114,0.8319770997867375,0.4341398276074411,0.5248059707090542,0.7004303960704087,1,migrant
R001,0,0.4801834974732947,0.5879563259912205,0.3856867078405689,0.42498265497291177,0.6230607907601223,0,elderly
R001,1,0.5134733388200478,0.5163406117654423,0.42180512937587494,0.5505521135339232,0.6229142941514226,1,baseline
R001,2,0.4939265999418626,0.5816157501901655,0.37309221478288285,0.5355781256358472,0.6347088640791382,0,elderly
R001,3,0.5075997006627341,0.4593768714685308,0.3137728260488432,0.5784096360707232,0.6267698124550094,0,elderly
R001,4,0.504338238176025,0.48379229842268584,0.2402994256681209,0.3876738622960687,0.6318325342195326,0,baseline
R001,5,0.577711568463607,0.5309388569222562,0.41177987803521876,0.28592757778988787,0.6398017959541057,1,migrant
R001,6,0.5762522203066937,0.5546124386336783,0.4280661736447075,0.4764879357129374,0.6510378465883538,1,migrant
R001,7,0.5517610470078466,0.603808241645258,0.469972714941403,0.3450084611241909,0.6382205829471893,0,baseline
R001,8,0.667396705380646,0.5493502718899776,0.45871693716353135,0.3977698419001138,0.6779096880507299,1,elderly
R001,9,0.6210743376598075,0.5718289123908654,0.46676176864369867,0.4058463653449151,0.663073570512787,1,baseline
R001,10,0.6053696354153968,0.5815341687568876,0.3102379139511777,0.5057705033544443,0.6872075259925818,1,baseline
R001,11,0.6978345753763296,0.4392044559797071,0.349197578804995,0.27337659796592195,0.6782639144240201,0,elderly
R001,12,0.6647674789167183,0.5499561399522429,0.37585698911280274,0.4261049259513261,0.6908249174877819,1,migrant
R001,13,0.6131406383372233,0.5942599532696832,0.4216591660794777,0.48052720685494227,0.6748857314196515,1,baseline
R001,14,0.6887667236778762,0.660671136361284,0.384171159007578,0.4113150912558745,0.7205809974550644,1,baseline
R001,15,0.6318617581113788,0.4966938818446769,0.34408600189865757,0.43495537492412506,0.6722183480748944,0,baseline
R001,16,0.6946709424383521,0.5206407073532451,0.43353509576120164,0.5159646803194269,0.692764488097781,1,baseline
R001,17,0.6671798667145707,0.5863388672662206,0.3979245469345087,0.2972106871478274,0.6893115724562875,1,elderly
R001,18,0.719679162296175,0.5139327319003429,0.3980180372020756,0.2965411645635533,0.6957825639464049,1,migrant
R001,19,0.7747375201913823,0.5462916045095825,0.4066985844521571,0.2010312165093447,0.7182001021361131,0,elderly
R001,20,0.7023999991292948,0.5053108201533877,0.4242456916917364,0.6417530661641315,0.7004729632368417,1,migrant
R001,21,0.6789306384611823,0.5706898896402272,0.4690816749851845,0.31978598183534185,0.6813372811565077,1,elderly
R001,22,0.8145336464487424,0.4763295138157673,0.3244724072179119,0.39966275244324834,0.742391637882126,1,baseline
R001,23,0.7657022837619674,0.5710004572157725,0.299777764578097,0.4935644533794133,0.7501925629301975,0,migrant
R001,24,0.7893298494116963,0.5275380944028847,0.3566951034050917,0.49613657416978535,0.7425421218429809,0,elderly
R001,25,0.7474771875710953,0.47463760535549027,0.415427589556616,0.3385926079218923,0.6985338880621385,1,baseline
R001,26,0.6522819821381339,0.5812335786018838,0.3481959223448348,0.31375994806328,0.6906181176270692,0,elderly
R001,27,0.7328860347492795,0.5282186311550858,0.4610848100112567,0.39795817093235797,0.6995333271756583,1,elderly
R001,28,0.7305346175208314,0.5279341745183,0.41208268223019995,0.38867817837285973,0.7054221884961056,0,baseline
R001,29,0.7804721529285779,0.506888168599109,0.26788685101372894,0.6031171125905217,0.7535393228687196,0,baseline
R001,30,0.6863139084199893,0.4620755691937214,0.3730016687504063,0.41340111810526525,0.6816604827994424,0,migrant
R001,31,0.644156271851714,0.5878955283485545,0.4147512363245078,0.29258285110740156,0.6776580715170903,0,baseline
R001,32,0.7947480886080386,0.5675154878465837,0.3716596094567782,0.42782309164858007,0.7470445461764446,1,baseline
R001,33,0.5969413113649097,0.5671370063735958,0.36900267008706295,0.6268059143849367,0.6781938210268703,1,migrant
R001,34,0.7573402041934192,0.5037304363356303,0.4178888259003431,0.4739634394684551,0.714697017032865,1,migrant
R001,35,0.6724372461662257,0.6195434130663107,0.3723362823458734,0.27282714817235587,0.7006744961364892,0,elderly
R001,36,0.6072630291216455,0.5418004242915365,0.3844464790759474,0.27145819148778044,0.6571712342199625,1,baseline
R001,37,0.6645472841159278,0.5327815364162467,0.2602886504691751,0.5205078167501457,0.7093573141967515,1,baseline
R001,38,0.5921041046149903,0.4930759606718186,0.43031626237592036,0.47695847534537517,0.6447573183912406,0,baseline
R001,39,0.6337552027894219,0.5799269011609776,0.4079110246233042,0.42533062007847566,0.6795673386583925,1,baseline
R001,40,0.631861748627042,0.6215037216529904,0.3624597216283392,0.39848266579493596,0.6926006188269109,1,baseline
R001,41,0.625719747178334,0.6338361932395673,0.36558384290273843,0.39954604031002305,0.6921948630993375,1,elderly
R001,42,0.5589902716552617,0.6065201538817252,0.2759370030292511,0.3593529083976427,0.6714772344039444,1,baseline
R001,43,0.4399495542711175,0.5107355490062905,0.34276806176790714,0.42191294763744913,0.5978073696263915,1,baseline
R001,44,0.5280592172807295,0.507376785211173,0.38567814049952703,0.5469407752334672,0.6321943616412707,0,baseline
R001,45,0.47885132487259396,0.5868449191884418,0.37744906177366344,0.5067718821602796,0.6276307486286905,1,elderly
R001,46,0.5433222190241256,0.5071635655226986,0.3879216350207901,0.4209544116530165,0.6316210760437223,1,baseline
R001,47,0.41378437347873565,0.5932049229884637,0.37097824844930455,0.3397953849245992,0.5954977659680213,1,baseline
R001,48,0.5320084314320995,0.44488057895613453,0.3136939330650371,0.3497347688998054,0.6222121368493014,1,migrant
R001,49,0.4733860554030634,0.597283333247792,0.3315178216038919,0.33006982556227954,0.6255869068483141,0,elderly
R001,50,0.44588965705639366,0.586354412167937,0.37914231801378084,0.4698377857347949,0.6122472868408175,0,migrant
R001,51,0.4657232775148485,0.5992678853219542,0.30753226784061494,0.21729655755524663,0.6208778757720004,1,baseline
R001,52,0.47028898195210106,0.5078863202490638,0.295534097232922,0.4519268951900523,0.6179590870052176,0,elderly
R001,53,0.48512734836055965,0.5847323498298033,0.3699400327309187,0.3527103509308459,0.623141921947089,1,baseline
R001,54,0.3649733952790991,0.5081640759382898,0.4909636501033678,0.6205402532965453,0.5550046384486197,1,elderly
R001,55,0.31899279611942766,0.6016684374395946,0.42050718803509857,0.4862779755097375,0.559168626505912,1,elderly
R001,56,0.3823760457076982,0.5959181830399475,0.420371181728814,0.47610255388954276,0.5828835053262238,1,baseline
R001,57,0.3408959841802617,0.5311078732822744,0.32453381967820244,0.6102050750194146,0.5744101491278,0,baseline
R001,58,0.3913781613272348,0.5716781420675244,0.4560571236078363,0.4432287311495147,0.574639760960699,1,elderly
R001,59,0.25609746626651797,0.5787670364496726,0.3915451639814243,0.3117582014058857,0.5250485292696224,1,baseline
R001,60,0.294844315075157,0.6487955295569627,0.4332365339858739,0.4431679569984788,0.5548697496934982,0,baseline
R001,61,0.28985815560009986,0.5487717719849533,0.3344045076907891,0.42691822532863927,0.5468828517498442,1,elderly
R001,62,0.21475337654566823,0.5844785619521075,0.4080891005568652,0.2633526619525244,0.5047513310227852,0,elderly
R001,63,0.3175251547839941,0.6118786581695467,0.43981770970446543,0.44591473377947816,0.5557088737808111,0,elderly
R001,64,0.20491619625062168,0.5761477164622486,0.4074898692784616,0.5707565242498387,0.514610367613421,0,elderly
R001,65,0.24477787035490364,0.49670717728168723,0.3725705377096586,0.4637465325703847,0.5145543295703693,1,migrant
R001,66,0.2157429000329299,0.5715617119732256,0.36332798048967296,0.37921680471679475,0.5150711455702058,0,migrant
R001,67,0.21877532718439768,0.5711226906736483,0.4021860687028096,0.3280805129801747,0.507810784352076,1,baseline
R001,68,0.30601487898819035,0.5008134955880164,0.2826931451116769,0.255838897765081,0.542956623834382,0,baseline
R001,69,0.23195703236546167,0.5530369284534746,0.44923535900662853,0.17473996977903838,0.4947418932748373,1,migrant
R001,70,0.30581818331136035,0.5025284329801449,0.3695355419707087,0.3667342213664701,0.5357393396932902,0,baseline
R001,71,0.20982965750383142,0.6302917354089559,0.48039520133457947,0.4084294905853174,0.5083524044124028,0,elderly
R001,72,0.22738631241386556,0.6466020225597847,0.3838609350775289,0.4551291956939466,0.5354522490005712,1,baseline
R001,73,0.3850854417233602,0.6014817499669701,0.3531626410626303,0.538923200116918,0.5983022905291895,0,baseline
R001,74,0.20325876407612123,0.6043475392193363,0.3900801469487611,0.4698810045405128,0.5171550416590271,1,baseline
R001,75,0.24724032479409844,0.5801657660965381,0.2916775209249327,0.5086806799502855,0.5466116889957214,1,baseline
R001,76,0.16201107521439662,0.5559969090317965,0.39272491772592616,0.3726727966321041,0.48572871406483425,0,baseline
R001,77,0.17176619787231254,0.5385702837861027,0.3592821608135534,0.43736468605539824,0.4943964460868825,0,migrant
R001,78,0.1942429579556354,0.595131605097542,0.3916759859769384,0.2528287877581411,0.5006135456931289,1,baseline
R001,79,0.2507733385349966,0.547869105335413,0.3833548618814718,0.4392251674363104,0.5243411855706761,0,baseline
R001,80,0.30648361811093966,0.5033622261788527,0.32992728791516374,0.3326910273005939,0.5404113506579016,1,baseline
R001,81,0.32998745442132027,0.5373504993127551,0.2634408753522207,0.2716241268282946,0.5635301566696608,0,baseline
R001,82,0.24938270911706478,0.5384980398619944,0.39045492370924934,0.41084878000708747,0.5194268920631918,0,baseline
R001,83,0.25384667141082157,0.5158015732509535,0.4124696444862265,0.28845920609672027,0.5072514968464213,1,elderly
R001,84,0.30395845245431075,0.5515453467288223,0.4679396729176666,0.3798026685598604,0.5306916328178318,0,elderly
R001,85,0.299499462328212,0.49506664897621927,0.3920218466099447,0.33439889305745535,0.5267297823879097,1,baseline
R001,86,0.34326879631322865,0.5866965756572369,0.35741748254749056,0.5407639275939723,0.5780724076543139,0,elderly
R001,87,0.4085300181378983,0.5853881415810168,0.4566973031644884,0.2539435702919264,0.5746822186112858,1,baseline
R001,88,0.30725722574846287,0.5648787642811003,0.3599534066003666,0.42540762889435896,0.5531560136102682,1,baseline
R001,89,0.35654932618886503,0.5796070870842414,0.3769124010639917,0.4495947418850155,0.5744840248270463,1,baseline
R001,90,0.40235283377201964,0.6171828480020896,0.4708955674403699,0.4729854212802489,0.5873926390571828,1,baseline
R001,91,0.3377043967795655,0.5545236341039497,0.4355403408043829,0.5286202769310475,0.5570864482585111,0,baseline
R001,92,0.45522242526740175,0.5834558066744217,0.44854118047316954,0.4709593287850433,0.6050469208101218,1,baseline
R001,93,0.44362697090725334,0.4123877524320919,0.4076701543794559,0.07718213056785378,0.5526369222207941,1,baseline
R001,94,0.4655643705566706,0.5827939380880705,0.33040442855320695,0.3708132089014383,0.6217645320023732,1,baseline
R001,95,0.4350551996784648,0.6710634868448799,0.38842987490138614,0.48282703077745887,0.624111647544027,1,baseline
R002,0,0.5860329070458299,0.6345179509178741,0.41328207763642627,0.09382103927078861,0.6540154933199823,1,migrant
R002,1,0.6564809845060653,0.6420004579537865,0.46154778325660645,0.06306668352102318,0.6749136520807436,1,baseline
R002,2,0.6348221560798574,0.7025435152550418,0.4297748387260616,0.0,0.6799713396740421,1,elderly
R002,3,0.7262110604615746,0.5707737916220799,0.46186576810947844,0.07494357279488256,0.6891064959323682,0,migrant
R002,4,0.750573825119608,0.5770960995803778,0.4669436900861079,0.0,0.6956071964510026,1,baseline
R002,5,0.7781576364526849,0.7212732800186268,0.540110185066316,0.1328660507026357,0.7311444853599837,1,baseline
R002,6,0.7675768558984977,0.6856506980741274,0.45645057980127124,0.01446168234319964,0.7264163791211938,1,baseline
R002,7,0.7618780299093618,0.6108452076662322,0.4296680290445052,0.06477630132541944,0.7157088642065864,1,elderly
R002,8,0.796280488499325,0.6808135165950248,0.43164960919141765,0.07701007991502581,0.7437779613357736,1,elderly
R002,9,0.7314218935652347,0.7194247940442274,0.42535444514845233,0.0,0.7226505494626716,1,baseline
R002,10,0.7554080888741721,0.6499182204177919,0.43669915705898626,0.0,0.7166420060743793,1,elderly
R002,11,0.8361002114905605,0.6631119480171296,0.47088310520273274,0.06299873035226904,0.7495799449368538,1,baseline
R002,12,0.8128247723393219,0.5382990512604415,0.4521946786761879,0.0009219663296106697,0.7150066157028694,1,migrant
R002,13,0.9016116611617084,0.6574483068975336,0.4253736284664531,0.049901374806618985,0.7808233503145531,0,elderly
R002,14,0.8525386921565494,0.6966163703329536,0.4225031150368269,0.0819531274762953,0.7710609400475014,0,baseline
R002,15,0.8143978018750033,0.6960042608957853,0.4853199996048734,0.011577852289310946,0.742740865602893,1,elderly
R002,16,0.8278160396732392,0.6204264256397641,0.4775214055008961,0.0,0.7335834901721141,0,baseline
R002,17,0.8164003985951606,0.6371061252629728,0.4558740700649985,0.2458982780579369,0.7478951878838058,1,baseline
R002,18,0.9588406011082365,0.6548016751842792,0.4709502782370963,0.013220054890865654,0.7945150364891294,1,baseline
R002,19,0.8833182668115835,0.7200120635577881,0.427568125125062,0.11460872076996997,0.7889249367059302,1,baseline
R002,20,0.8927388539081108,0.5937114268704042,0.47314286835367414,0.14589785924469859,0.762161289646509,1,elderly
R002,21,0.8896220248215202,0.5915787063315189,0.43892704965868273,0.0,0.7583254937461095,1,migrant
R002,22,0.9134705073048175,0.7132602143719851,0.5908522253977733,0.0,0.7694124119866581,0,baseline
R002,23,0.9159223444856415,0.6397471721475965,0.47202140492260575,0.00757691192004112,0.7738940070813872,0,baseline
R002,24,0.8838533315145747,0.5774040714949726,0.373210422210194,0.0667097518801679,0.7663760711673036,0,elderly
R002,25,0.8739302754827507,0.6477348358210729,0.4901382949820795,0.019421657854685023,0.7565694160027374,0,baseline
R002,26,0.9634458527818082,0.7262688296339969,0.47511951510244077,0.09875161468645421,0.8143017605084794,1,baseline
R002,27,0.9559712755769414,0.6780145133405464,0.48030903469004227,0.05335132088669546,0.7986126237397144,1,baseline
R002,28,0.9307876040711545,0.5795188559285875,0.4106617095800454,0.13174177033285397,0.7832066448938152,1,baseline
R002,29,0.9653724365139776,0.6337258353005506,0.39277924027245975,0.0,0.8039772556248321,1,elderly
R002,30,0.8891893086007303,0.7039935784227503,0.4323281610861258,0.036588710732337625,0.7834546504985401,1,baseline
R002,31,0.9010040389412708,0.6474649819941971,0.41290101542207225,0.0,0.777959459662037,1,elderly
R002,32,0.857268584135163,0.7358766165982994,0.44546938222090415,0.0,0.7732623496405895,0,baseline
R002,33,0.8174270251325706,0.6341558832620976,0.416099048527466,0.1395560228898249,0.7483649305708191,1,baseline
R002,34,0.9170305371946295,0.6503947861874336,0.4522530741573769,0.0,0.7790532109917321,0,elderly
R002,35,0.9281696916781454,0.5313290181473543,0.3503143951143642,0.0,0.7749865210335745,1,baseline
R002,36,0.8655519061907456,0.670963914386289,0.43117938669226963,0.10328963287622143,0.7709011189935266,0,elderly
R002,37,0.8283093349945035,0.6954424331092572,0.46402394550790454,0.0,0.7508086287934672,1,baseline
R002,38,0.8119910030370222,0.6473765468226396,0.5240393609457769,0.0,0.7256658064374704,1,baseline
R002,39,0.7338090265920901,0.6291465221064749,0.43766127384799663,0.0,0.7037037239809316,0,migrant
R002,40,0.7362279057297296,0.7701807590887099,0.5404787797236554,0.0,0.7174554971510856,1,baseline
R002,41,0.7073819623512437,0.5519030338236519,0.4445476730158719,0.0,0.6766512407528471,0,baseline
R002,42,0.6699305552950068,0.6092108315694024,0.4578230371014397,0.03800622333043894,0.6730412440331891,1,baseline
R002,43,0.6686054067738466,0.6900438409916934,0.4103810975062056,0.06467105501277584,0.6971273190325852,1,baseline
R002,44,0.6501553759776411,0.6314996692558559,0.4686598694394865,0.06268180159950511,0.66919719390628,0,baseline
R002,45,0.7796315146899928,0.6976850930342432,0.4375589765163105,0.07639744476573966,0.7395756502436861,1,elderly
R002,46,0.7849257677500724,0.5859095604437904,0.4040650267784406,0.1498771422254303,0.7280363222832924,1,baseline
R002,47,0.6044937152988599,0.6229998479499629,0.4714030178100274,0.0,0.6456870030380325,0,baseline
R002,48,0.6205593665696827,0.6116927012642798,0.40641620090335095,0.2295485512796514,0.6710772843092091,1,baseline
R002,49,0.6822571600686093,0.622855681078969,0.4410938484769957,0.0,0.6813099229716882,1,migrant
R002,50,0.5527379777585019,0.5567786204858955,0.33790249343871775,0.0,0.6317655411847722,0,migrant
R002,51,0.6032756007666583,0.7118377426009739,0.4709408111813419,0.07964114612356113,0.6670187244558349,1,baseline
R002,52,0.6157627760899116,0.6837452661886325,0.42155931772461347,0.05733930061366184,0.6726872310456823,0,elderly
R002,53,0.5464324922736136,0.5911711328713655,0.3911852657413845,0.010035817744191381,0.6286312245097204,1,baseline
R002,54,0.5189728400417399,0.6486388215512202,0.4789185341432224,0.0632043350185753,0.6186393369563855,1,baseline
R002,55,0.60754685871106,0.597244982847088,0.5345709928131992,0.0,0.6322820911318617,1,baseline
R002,56,0.5326693209584625,0.6267020855620669,0.36000683934755145,0.0,0.6344071195936657,1,baseline
R002,57,0.5637423931931462,0.7231491873418776,0.4105461328714636,0.031582337803972314,0.660123991705113,1,baseline
R002,58,0.47065539589688854,0.6860342896781838,0.4484647692441275,0.1753500677451464,0.6169668042950304,1,baseline
R002,59,0.5394003525046154,0.6521802251328044,0.4901805828235098,0.0,0.6226690986048806,0,baseline
