region,t,hazard,exposure,vulnerability,social,p_action_true,action,subgroup,risk_score,risk_var
R001,44,0.5280592172807295,0.507376785211173,0.385678140499527,0.5469407752334672,0.6321943616412707,0,baseline,0.584753441091326,6.2582739328396e-05
R001,45,0.4788513248725939,0.5868449191884418,0.3774490617736634,0.5067718821602796,0.6276307486286905,1,elderly,0.581112541782725,5.954083497289374e-05
R001,46,0.5433222190241256,0.5071635655226986,0.3879216350207901,0.4209544116530165,0.6316210760437223,1,baseline,0.5876928022338472,4.049119263942411e-05
R001,47,0.4137843734787356,0.5932049229884637,0.3709782484493045,0.3397953849245992,0.5954977659680213,1,baseline,0.5578211811739194,3.391872180515198e-05
R001,48,0.5320084314320995,0.4448805789561345,0.3136939330650371,0.3497347688998054,0.6222121368493014,1,migrant,0.581183413574139,4.578244946035684e-05
R001,49,0.4733860554030634,0.597283333247792,0.3315178216038919,0.3300698255622795,0.6255869068483141,0,elderly,0.5834916281306335,4.256180326006086e-05
R001,50,0.4458896570563936,0.586354412167937,0.3791423180137808,0.4698377857347949,0.6122472868408175,0,migrant,0.5688876693604173,4.9301769418747907e-05
R001,51,0.4657232775148485,0.5992678853219542,0.3075322678406149,0.2172965575552466,0.6208778757720004,1,baseline,0.5821823898985368,5.1767147599209406e-05
R001,52,0.470288981952101,0.5078863202490638,0.295534097232922,0.4519268951900523,0.6179590870052176,0,elderly,0.5739900159493007,5.0016123887134374e-05
R001,53,0.4851273483605596,0.5847323498298033,0.3699400327309187,0.3527103509308459,0.623141921947089,1,baseline,0.5813399221467067,3.7695007992803675e-05
R001,54,0.3649733952790991,0.5081640759382898,0.4909636501033678,0.6205402532965453,0.5550046384486197,1,elderly,0.5175336955841768,8.005951649359689e-05
R001,55,0.3189927961194276,0.6016684374395946,0.4205071880350985,0.4862779755097375,0.559168626505912,1,elderly,0.5230905341827953,5.407158854361232e-05
R001,56,0.3823760457076982,0.5959181830399475,0.420371181728814,0.4761025538895427,0.5828835053262238,1,baseline,0.543836337814821,4.838387359407939e-05
R001,57,0.3408959841802617,0.5311078732822744,0.3245338196782024,0.6102050750194146,0.5744101491278,0,baseline,0.5323503189796737,8.696135264736904e-05
R001,58,0.3913781613272348,0.5716781420675244,0.4560571236078363,0.4432287311495147,0.574639760960699,1,elderly,0.5382616681958882,3.687194304059701e-05
R001,59,0.2560974662665179,0.5787670364496726,0.3915451639814243,0.3117582014058857,0.5250485292696224,1,baseline,0.4982827527088547,3.393759646319749e-05
R001,60,0.294844315075157,0.6487955295569627,0.4332365339858739,0.4431679569984788,0.5548697496934982,0,baseline,0.520289858673539,5.4714739667502464e-05
R001,61,0.2898581556000998,0.5487717719849533,0.3344045076907891,0.4269182253286392,0.5468828517498442,1,elderly,0.5135600408976959,4.342355842584571e-05
R001,62,0.2147533765456682,0.5844785619521075,0.4080891005568652,0.2633526619525244,0.5047513310227852,0,elderly,0.48225784493139323,3.784682523641542e-05
R001,63,0.3175251547839941,0.6118786581695467,0.4398177097044654,0.4459147337794781,0.5557088737808111,0,elderly,0.5213409218066153,4.634173445235741e-05
R001,64,0.2049161962506216,0.5761477164622486,0.4074898692784616,0.5707565242498387,0.514610367613421,0,elderly,0.4825069333940518,8.73851448984804e-05
R001,65,0.2447778703549036,0.4967071772816872,0.3725705377096586,0.4637465325703847,0.5145543295703693,1,migrant,0.4856355068687241,4.590002574436692e-05
R001,66,0.2157429000329299,0.5715617119732256,0.3633279804896729,0.3792168047167947,0.5150711455702058,0,migrant,0.487596931314729,4.366707115003579e-05
R001,67,0.2187753271843976,0.5711226906736483,0.4021860687028096,0.3280805129801747,0.507810784352076,1,baseline,0.48319083852045447,3.682525723545375e-05
R001,68,0.3060148789881903,0.5008134955880164,0.2826931451116769,0.255838897765081,0.542956623834382,0,baseline,0.514611353665948,4.343514184276715e-05
R001,69,0.2319570323654616,0.5530369284534746,0.4492353590066285,0.1747399697790383,0.4947418932748373,1,migrant,0.4767969548681861,4.112390218270224e-05
R001,70,0.3058181833113603,0.5025284329801449,0.3695355419707087,0.3667342213664701,0.5357393396932902,0,baseline,0.5064132414839917,2.988543725992815e-05
R001,71,0.2098296575038314,0.6302917354089559,0.4803952013345794,0.4084294905853174,0.5083524044124028,0,elderly,0.4818920655398424,5.3385566278197515e-05
R001,72,0.2273863124138655,0.6466020225597847,0.3838609350775289,0.4551291956939466,0.5354522490005712,1,baseline,0.5026797395401554,6.567942829745579e-05
R001,73,0.3850854417233602,0.6014817499669701,0.3531626410626303,0.538923200116918,0.5983022905291895,0,baseline,0.554571283515037,7.085849661999477e-05
R001,74,0.2032587640761212,0.6043475392193363,0.3900801469487611,0.4698810045405128,0.5171550416590271,1,baseline,0.4869699609721414,6.353180374615389e-05
R001,75,0.2472403247940984,0.5801657660965381,0.2916775209249327,0.5086806799502855,0.5466116889957214,1,baseline,0.5103346901237478,7.310829488471507e-05
R001,76,0.1620110752143966,0.5559969090317965,0.3927249177259261,0.3726727966321041,0.4857287140648342,0,baseline,0.46299097442217946,4.697606702215603e-05
R001,77,0.1717661978723125,0.5385702837861027,0.3592821608135534,0.4373646860553982,0.4943964460868825,0,migrant,0.4684639947236962,5.470918299575709e-05
R001,78,0.1942429579556354,0.595131605097542,0.3916759859769384,0.2528287877581411,0.5006135456931289,1,baseline,0.4786908643940429,4.264311455800997e-05
R001,79,0.2507733385349966,0.547869105335413,0.3833548618814718,0.4392251674363104,0.5243411855706761,0,baseline,0.49440377465783,4.4141072000023385e-05
R001,80,0.3064836181109396,0.5033622261788527,0.3299272879151637,0.3326910273005939,0.5404113506579016,1,baseline,0.5108798827936871,3.305483020028519e-05
R001,81,0.3299874544213202,0.5373504993127551,0.2634408753522207,0.2716241268282946,0.5635301566696608,0,baseline,0.5313520377973662,4.574439788188545e-05
R001,82,0.2493827091170647,0.5384980398619944,0.3904549237092493,0.4108487800070874,0.5194268920631918,0,baseline,0.4911052449848309,3.866398532406281e-05
R001,83,0.2538466714108215,0.5158015732509535,0.4124696444862265,0.2884592060967202,0.5072514968464213,1,elderly,0.48438834877136894,2.9567122551901275e-05
R001,84,0.3039584524543107,0.5515453467288223,0.4679396729176666,0.3798026685598604,0.5306916328178318,0,elderly,0.5024479736488173,2.906722494835638e-05
R001,85,0.299499462328212,0.4950666489762192,0.3920218466099447,0.3343988930574553,0.5267297823879097,1,baseline,0.4998605868903495,2.709360950909247e-05
R001,86,0.3432687963132286,0.5866965756572369,0.3574174825474905,0.5407639275939723,0.5780724076543139,0,elderly,0.5372812105430029,6.919656242805142e-05
R001,87,0.4085300181378983,0.5853881415810168,0.4566973031644884,0.2539435702919264,0.5746822186112858,1,baseline,0.543300361032085,2.7400202892443747e-05
R001,88,0.3072572257484628,0.5648787642811003,0.3599534066003666,0.4254076288943589,0.5531560136102682,1,baseline,0.5191639511300408,4.1251744396657435e-05
